id	predicted
fin_test_535	0
fin_test_536	0
fin_test_537	0
fin_test_538	0
fin_test_539	0
fin_test_540	0
fin_test_541	0
fin_test_542	0
fin_test_543	0
fin_test_544	0
fin_test_545	0
fin_test_546	0
fin_test_547	0
fin_test_548	0
fin_test_549	0
fin_test_550	0
fin_test_551	0
fin_test_552	0
fin_test_553	0
fin_test_554	0
fin_test_555	0
fin_test_556	0
fin_test_557	0
fin_test_558	0
fin_test_559	0
fin_test_560	1
fin_test_561	0
fin_test_562	0
fin_test_563	0
fin_test_564	0
fin_test_565	0
fin_test_566	0
fin_test_567	0
fin_test_568	0
fin_test_569	0
fin_test_570	0
fin_test_571	0
fin_test_572	0
fin_test_573	0
fin_test_574	0
fin_test_575	0
fin_test_576	0
fin_test_577	0
fin_test_578	0
fin_test_579	0
fin_test_580	0
fin_test_581	0
fin_test_582	0
fin_test_583	0
fin_test_584	0
fin_test_585	0
fin_test_586	0
fin_test_587	0
fin_test_588	0
fin_test_589	0
fin_test_590	0
fin_test_591	0
fin_test_592	0
fin_test_593	0
fin_test_594	0
fin_test_595	0
fin_test_596	0
fin_test_597	0
fin_test_598	0
fin_test_599	0
fin_test_600	0
fin_test_601	0
fin_test_602	1
fin_test_603	0
fin_test_604	0
fin_test_605	0
fin_test_606	0
fin_test_607	0
fin_test_608	0
fin_test_609	0
fin_test_610	0
fin_test_611	0
fin_test_612	0
fin_test_613	0
fin_test_614	0
fin_test_615	0
fin_test_616	0
fin_test_617	0
fin_test_618	0
fin_test_619	0
fin_test_620	0
fin_test_621	0
fin_test_622	0
fin_test_623	0
fin_test_624	0
fin_test_625	0
fin_test_626	1
fin_test_627	0
fin_test_628	0
fin_test_629	0
fin_test_630	0
fin_test_631	0
fin_test_632	0
fin_test_633	0
fin_test_634	0
fin_test_635	0
fin_test_636	0
fin_test_637	0
fin_test_638	0
fin_test_639	0
fin_test_640	0
fin_test_641	0
fin_test_642	0
fin_test_643	0
fin_test_644	0
fin_test_645	0
fin_test_646	0
fin_test_647	0
fin_test_648	0
fin_test_649	0
fin_test_650	0
fin_test_651	0
fin_test_652	0
fin_test_653	0
fin_test_654	0
fin_test_655	0
fin_test_656	0
fin_test_657	0
fin_test_658	0
fin_test_659	0
fin_test_660	0
fin_test_661	1
fin_test_662	0
fin_test_663	0
fin_test_664	0
fin_test_665	0
fin_test_666	0
fin_test_667	0
fin_test_668	0
fin_test_669	0
fin_test_670	0
fin_test_671	0
fin_test_672	0
fin_test_673	0
fin_test_674	0
fin_test_675	0
fin_test_676	0
fin_test_677	0
fin_test_678	0
fin_test_679	0
fin_test_680	0
fin_test_681	0
fin_test_682	0
fin_test_683	0
fin_test_684	0
fin_test_685	0
fin_test_686	0
fin_test_687	0
fin_test_688	0
fin_test_689	0
fin_test_690	0
fin_test_691	0
fin_test_692	0
fin_test_693	0
fin_test_694	0
fin_test_695	0
fin_test_696	0
fin_test_697	0
fin_test_698	0
fin_test_699	0
fin_test_700	0
fin_test_701	0
fin_test_702	0
fin_test_703	0
fin_test_704	0
fin_test_705	0
fin_test_706	0
fin_test_707	0
fin_test_708	0
fin_test_709	0
fin_test_710	0
fin_test_711	0
fin_test_712	0
fin_test_713	0
fin_test_714	0
fin_test_715	0
fin_test_716	0
fin_test_717	0
fin_test_718	0
fin_test_719	0
fin_test_720	0
fin_test_721	0
fin_test_722	0
fin_test_723	0
fin_test_724	0
fin_test_725	0
fin_test_726	0
fin_test_727	0
fin_test_728	0
fin_test_729	0
fin_test_730	0
fin_test_731	0
fin_test_732	0
fin_test_733	0
fin_test_734	0
fin_test_735	0
fin_test_736	0
fin_test_737	1
fin_test_738	0
fin_test_739	0
fin_test_740	0
fin_test_741	0
fin_test_742	0
fin_test_743	0
fin_test_744	0
fin_test_745	0
fin_test_746	0
fin_test_747	0
fin_test_748	0
fin_test_749	0
fin_test_750	0
fin_test_751	0
fin_test_752	0
fin_test_753	0
fin_test_754	0
fin_test_755	1
fin_test_756	0
fin_test_757	0
fin_test_758	0
fin_test_759	0
fin_test_760	0
fin_test_761	0
fin_test_762	0
fin_test_763	0
fin_test_764	0
fin_test_765	0
fin_test_766	0
fin_test_767	0
fin_test_768	0
fin_test_769	0
fin_test_770	0
fin_test_771	0
fin_test_772	0
fin_test_773	0
fin_test_774	0
fin_test_775	0
fin_test_776	0
fin_test_777	0
fin_test_778	0
fin_test_779	0
fin_test_780	0
fin_test_781	0
fin_test_782	0
fin_test_783	0
fin_test_784	0
fin_test_785	0
fin_test_786	0
fin_test_787	0
fin_test_788	0
fin_test_789	0
fin_test_790	0
ger_test_0	0
ger_test_1	0
ger_test_2	0
ger_test_3	0
ger_test_4	0
ger_test_5	0
ger_test_6	1
ger_test_7	0
ger_test_8	0
ger_test_9	0
ger_test_10	0
ger_test_11	0
ger_test_12	0
ger_test_13	0
ger_test_14	0
ger_test_15	0
ger_test_16	0
ger_test_17	0
ger_test_18	0
ger_test_19	1
ger_test_20	0
ger_test_21	0
ger_test_22	0
ger_test_23	0
ger_test_24	0
ger_test_25	0
ger_test_26	0
ger_test_27	0
ger_test_28	0
ger_test_29	0
ger_test_30	0
ger_test_31	0
ger_test_32	0
ger_test_33	0
ger_test_34	0
ger_test_35	0
ger_test_36	0
ger_test_37	0
ger_test_38	0
ger_test_39	0
ger_test_40	0
ger_test_41	0
ger_test_42	0
ger_test_43	0
ger_test_44	0
ger_test_45	0
ger_test_46	0
ger_test_47	0
ger_test_48	0
ger_test_49	0
ger_test_50	0
ger_test_51	0
ger_test_52	0
ger_test_53	0
ger_test_54	0
ger_test_55	0
ger_test_56	0
ger_test_57	0
ger_test_58	1
ger_test_59	0
ger_test_60	0
ger_test_61	0
ger_test_62	0
ger_test_63	0
ger_test_64	0
ger_test_65	0
ger_test_66	0
ger_test_67	0
ger_test_68	0
ger_test_69	0
ger_test_70	0
ger_test_71	0
ger_test_72	0
ger_test_73	0
ger_test_74	0
ger_test_75	0
ger_test_76	0
ger_test_77	0
ger_test_78	0
ger_test_79	0
ger_test_80	0
ger_test_81	0
ger_test_82	0
ger_test_83	0
ger_test_84	0
ger_test_85	0
ger_test_86	0
ger_test_87	0
ger_test_88	0
ger_test_89	0
ger_test_90	0
ger_test_91	0
ger_test_92	0
ger_test_93	0
ger_test_94	0
ger_test_95	0
ger_test_96	0
ger_test_97	0
ger_test_98	0
ger_test_99	0
ger_test_100	0
ger_test_101	0
ger_test_102	0
ger_test_103	0
ger_test_104	0
ger_test_105	0
ger_test_106	0
ger_test_107	0
ger_test_108	0
ger_test_109	0
ger_test_110	0
ger_test_111	0
ger_test_112	0
ger_test_113	0
ger_test_114	0
ger_test_115	0
ger_test_116	0
ger_test_117	0
ger_test_118	0
ger_test_119	0
ger_test_120	0
ger_test_121	0
ger_test_122	0
ger_test_123	0
ger_test_124	0
ger_test_125	0
ger_test_126	0
ger_test_127	0
ger_test_128	0
ger_test_129	0
ger_test_130	0
ger_test_131	0
ger_test_132	0
ger_test_133	0
ger_test_134	0
ger_test_135	0
ger_test_136	0
ger_test_137	0
ger_test_138	0
ger_test_139	0
ger_test_140	0
ger_test_141	0
ger_test_142	0
ger_test_143	0
ger_test_144	0
ger_test_145	0
ger_test_146	0
ger_test_147	0
ger_test_148	0
ger_test_149	0
ger_test_150	0
ger_test_151	0
ger_test_152	0
ger_test_153	0
ger_test_154	0
ger_test_155	0
ger_test_156	0
ger_test_157	0
ger_test_158	0
ger_test_159	0
ger_test_160	0
ger_test_161	0
ger_test_162	0
ger_test_163	0
ger_test_164	0
ger_test_165	0
ger_test_166	0
ger_test_167	0
ger_test_168	0
ger_test_169	0
ger_test_170	0
ger_test_171	0
ger_test_172	0
ger_test_173	0
ger_test_174	0
ger_test_175	0
ger_test_176	0
ger_test_177	0
ger_test_178	0
ger_test_179	0
ger_test_180	0
ger_test_181	0
ger_test_182	0
ger_test_183	0
ger_test_184	0
ger_test_185	0
ger_test_186	0
ger_test_187	0
ger_test_188	0
ger_test_189	0
ger_test_190	0
ger_test_191	0
ger_test_192	0
ger_test_193	0
ger_test_194	0
ger_test_195	0
ger_test_196	0
ger_test_197	0
ger_test_198	0
ger_test_199	0
ger_test_200	0
ger_test_201	0
ger_test_202	0
ger_test_203	0
ger_test_204	0
ger_test_205	0
ger_test_206	0
ger_test_207	0
ger_test_208	0
ger_test_209	0
ger_test_210	1
ger_test_211	0
ger_test_212	0
ger_test_213	0
ger_test_214	0
ger_test_215	0
ger_test_216	0
ger_test_217	0
ger_test_218	0
ger_test_219	0
ger_test_220	0
ger_test_221	0
ger_test_222	0
ger_test_223	0
ger_test_224	0
ger_test_225	0
ger_test_226	0
ger_test_227	0
ger_test_228	0
ger_test_229	0
ger_test_230	0
ger_test_231	0
ger_test_232	0
ger_test_233	0
ger_test_234	0
ger_test_235	0
ger_test_236	0
ger_test_237	0
ger_test_238	0
ger_test_239	0
ger_test_240	0
ger_test_241	0
ger_test_242	0
ger_test_243	0
ger_test_244	0
ger_test_245	0
ger_test_246	0
ger_test_247	0
ger_test_248	0
ger_test_249	0
ger_test_250	0
ger_test_251	0
ger_test_252	0
ger_test_253	0
ger_test_254	0
ger_test_255	0
ger_test_256	0
ger_test_257	0
ger_test_258	0
ger_test_259	0
ger_test_260	0
ger_test_261	0
ger_test_262	0
ger_test_263	0
ger_test_264	0
ger_test_265	0
ger_test_266	0
ger_test_267	0
ger_test_268	0
ger_test_269	0
ger_test_270	0
ger_test_271	0
ger_test_272	0
ger_test_273	0
ger_test_274	0
ger_test_275	0
ger_test_276	0
ger_test_277	0
ger_test_278	0
ger_test_279	0
ger_test_280	0
ger_test_281	0
ger_test_282	0
ger_test_283	0
ger_test_284	0
ger_test_285	0
ger_test_286	0
ger_test_287	0
ger_test_288	0
ger_test_289	0
ger_test_290	0
ger_test_291	0
ger_test_292	0
ger_test_293	0
ger_test_294	0
ger_test_295	0
ger_test_296	0
ger_test_297	0
ger_test_298	0
ger_test_299	0
ger_test_300	0
ger_test_301	0
ger_test_302	0
ger_test_303	0
ger_test_304	0
ger_test_305	0
ger_test_306	0
ger_test_307	0
ger_test_308	0
ger_test_309	0
ger_test_310	0
ger_test_311	0
ger_test_312	0
ger_test_313	0
ger_test_314	0
ger_test_315	0
ger_test_316	0
ger_test_317	0
ger_test_318	0
ger_test_319	0
ger_test_320	0
ger_test_321	0
ger_test_322	0
ger_test_323	0
ger_test_324	0
ger_test_325	0
ger_test_326	0
ger_test_327	0
ger_test_328	0
ger_test_329	0
ger_test_330	0
ger_test_331	0
ger_test_332	0
ger_test_333	0
ger_test_334	0
ger_test_335	0
ger_test_336	0
ger_test_337	0
ger_test_338	0
ger_test_339	0
ger_test_340	0
ger_test_341	0
ger_test_342	0
ger_test_343	0
ger_test_344	0
ger_test_345	0
ger_test_346	0
ger_test_347	0
ger_test_348	0
ger_test_349	0
ger_test_350	0
ger_test_351	0
ger_test_352	0
ger_test_353	0
ger_test_354	0
ger_test_355	0
ger_test_356	0
ger_test_357	0
ger_test_358	0
ger_test_359	0
ger_test_360	0
ger_test_361	0
ger_test_362	0
ger_test_363	0
ger_test_364	0
ger_test_365	0
ger_test_366	0
ger_test_367	0
ger_test_368	0
ger_test_369	0
ger_test_370	0
ger_test_371	0
ger_test_372	0
ger_test_373	0
ger_test_374	0
ger_test_375	0
ger_test_376	0
ger_test_377	0
ger_test_378	0
ger_test_379	0
ger_test_380	0
ger_test_381	1
ger_test_382	0
ger_test_383	0
ger_test_384	0
ger_test_385	0
ger_test_386	0
ger_test_387	0
ger_test_388	0
ger_test_389	0
ger_test_390	0
ger_test_391	0
ger_test_392	0
ger_test_393	0
ger_test_394	0
ger_test_395	0
ger_test_396	1
ger_test_397	0
ger_test_398	0
ger_test_399	0
ger_test_400	0
ger_test_401	0
ger_test_402	0
ger_test_403	0
ger_test_404	0
ger_test_405	0
ger_test_406	0
ger_test_407	0
ger_test_408	0
ger_test_409	0
ger_test_410	0
ger_test_411	0
ger_test_412	0
ger_test_413	0
ger_test_414	0
ger_test_415	0
ger_test_416	0
ger_test_417	0
ger_test_418	0
ger_test_419	0
ger_test_420	0
ger_test_421	0
ger_test_422	0
ger_test_423	0
ger_test_424	0
ger_test_425	0
ger_test_426	0
ger_test_427	0
ger_test_428	0
ger_test_429	0
ger_test_430	0
ger_test_431	0
ger_test_432	0
ger_test_433	0
ger_test_434	0
ger_test_435	0
ger_test_436	0
ger_test_437	0
ger_test_438	0
ger_test_439	0
ger_test_440	0
ger_test_441	0
ger_test_442	0
ger_test_443	0
ger_test_444	0
ger_test_445	0
ger_test_446	0
ger_test_447	0
ger_test_448	0
ger_test_449	0
ger_test_450	0
ger_test_451	0
ger_test_452	0
ger_test_453	0
ger_test_454	0
ger_test_455	0
ger_test_456	0
ger_test_457	0
ger_test_458	0
ger_test_459	0
ger_test_460	0
ger_test_461	0
ger_test_462	0
ger_test_463	0
ger_test_464	0
ger_test_465	0
ger_test_466	0
ger_test_467	0
ger_test_468	0
ger_test_469	0
ger_test_470	0
ger_test_471	0
ger_test_472	0
ger_test_473	0
ger_test_474	1
ger_test_475	0
ger_test_476	0
ger_test_477	0
ger_test_478	0
ger_test_479	0
ger_test_480	0
ger_test_481	0
ger_test_482	0
ger_test_483	0
ger_test_484	0
ger_test_485	0
ger_test_486	1
ger_test_487	0
ger_test_488	0
ger_test_489	0
ger_test_490	0
ger_test_491	0
ger_test_492	0
ger_test_493	0
ger_test_494	0
ger_test_495	0
ger_test_496	0
ger_test_497	0
ger_test_498	0
ger_test_499	0
ger_test_500	0
ger_test_501	0
ger_test_502	0
ger_test_503	0
ger_test_504	0
ger_test_505	0
ger_test_506	0
ger_test_507	0
ger_test_508	0
ger_test_509	0
ger_test_510	0
ger_test_511	0
ger_test_512	0
ger_test_513	0
ger_test_514	0
ger_test_515	0
ger_test_516	0
ger_test_517	0
ger_test_518	0
ger_test_519	0
ger_test_520	0
ger_test_521	0
ger_test_522	0
ger_test_523	0
ger_test_524	0
ger_test_525	0
ger_test_526	0
ger_test_527	0
ger_test_528	0
ger_test_529	0
ger_test_530	0
ger_test_531	0
ger_test_532	0
ger_test_533	0
ger_test_534	0
ger_test_535	0
ger_test_536	0
ger_test_537	0
ger_test_538	0
ger_test_539	0
ger_test_540	0
ger_test_541	0
ger_test_542	0
ger_test_543	0
ger_test_544	0
ger_test_545	0
ger_test_546	0
ger_test_547	0
ger_test_548	0
ger_test_549	0
ger_test_550	0
ger_test_551	0
ger_test_552	0
ger_test_553	0
ger_test_554	0
ger_test_555	0
ger_test_556	0
ger_test_557	0
ger_test_558	0
ger_test_559	0
ger_test_560	0
ger_test_561	0
ger_test_562	0
ger_test_563	0
ger_test_564	0
ger_test_565	0
ger_test_566	0
ger_test_567	0
ger_test_568	0
ger_test_569	0
ger_test_570	0
ger_test_571	0
ger_test_572	0
ger_test_573	0
ger_test_574	0
ger_test_575	0
ger_test_576	0
ger_test_577	0
ger_test_578	0
ger_test_579	0
ger_test_580	0
ger_test_581	0
ger_test_582	0
ger_test_583	0
ger_test_584	0
ger_test_585	0
ger_test_586	0
ger_test_587	0
ger_test_588	0
ger_test_589	0
ger_test_590	0
ger_test_591	0
ger_test_592	0
ger_test_593	0
ger_test_594	0
ger_test_595	1
ger_test_596	0
ger_test_597	0
ger_test_598	0
ger_test_599	0
ger_test_600	0
ger_test_601	0
ger_test_602	0
ger_test_603	0
ger_test_604	0
ger_test_605	0
ger_test_606	0
ger_test_607	0
ger_test_608	0
ger_test_609	0
ger_test_610	0
ger_test_611	0
ger_test_612	0
ger_test_613	0
ger_test_614	0
ger_test_615	0
ger_test_616	0
ger_test_617	0
ger_test_618	0
ger_test_619	0
ger_test_620	0
ger_test_621	0
ger_test_622	0
ger_test_623	0
ger_test_624	0
ger_test_625	0
ger_test_626	0
ger_test_627	0
ger_test_628	0
ger_test_629	0
ger_test_630	0
ger_test_631	0
ger_test_632	0
ger_test_633	0
ger_test_634	0
ger_test_635	0
ger_test_636	0
ger_test_637	0
ger_test_638	0
ger_test_639	0
ger_test_640	0
ger_test_641	0
ger_test_642	0
ger_test_643	0
ger_test_644	0
ger_test_645	0
ger_test_646	0
ger_test_647	0
ger_test_648	0
ger_test_649	0
ger_test_650	0
ger_test_651	0
ger_test_652	0
ger_test_653	0
ger_test_654	0
ger_test_655	0
ger_test_656	0
ger_test_657	0
ger_test_658	0
ger_test_659	0
ger_test_660	0
ger_test_661	0
ger_test_662	0
ger_test_663	0
ger_test_664	0
ger_test_665	0
ger_test_666	0
ger_test_667	0
ger_test_668	0
ger_test_669	0
ger_test_670	0
ger_test_671	0
ger_test_672	0
ger_test_673	0
ger_test_674	0
ger_test_675	0
ger_test_676	0
ger_test_677	0
ger_test_678	0
ger_test_679	0
ger_test_680	0
ger_test_681	0
ger_test_682	0
ger_test_683	0
ger_test_684	0
ger_test_685	0
ger_test_686	0
ger_test_687	0
ger_test_688	0
ger_test_689	0
ger_test_690	0
ger_test_691	0
ger_test_692	0
ger_test_693	0
ger_test_694	0
ger_test_695	0
ger_test_696	0
ger_test_697	0
ger_test_698	0
ger_test_699	0
ger_test_700	0
ger_test_701	0
ger_test_702	0
ger_test_703	0
ger_test_704	0
ger_test_705	0
ger_test_706	0
ger_test_707	0
ger_test_708	0
ger_test_709	0
ger_test_710	0
ger_test_711	0
ger_test_712	0
ger_test_713	0
ger_test_714	0
ger_test_715	0
ger_test_716	0
ger_test_717	0
ger_test_718	0
ger_test_719	0
ger_test_720	0
ger_test_721	0
ger_test_722	0
ger_test_723	0
ger_test_724	0
ger_test_725	0
ger_test_726	0
ger_test_727	0
ger_test_728	0
ger_test_729	0
ger_test_730	0
ger_test_731	0
ger_test_732	0
ger_test_733	0
ger_test_734	0
ger_test_735	1
ger_test_736	0
ger_test_737	0
ger_test_738	0
ger_test_739	0
ger_test_740	0
ger_test_741	0
ger_test_742	0
ger_test_743	0
ger_test_744	0
ger_test_745	0
ger_test_746	0
ger_test_747	0
ger_test_748	0
ger_test_749	0
ger_test_750	0
ger_test_751	0
ger_test_752	0
ger_test_753	0
ger_test_754	0
ger_test_755	0
ger_test_756	0
ger_test_757	0
ger_test_758	0
ger_test_759	0
ger_test_760	0
ger_test_761	0
ger_test_762	0
ger_test_763	0
ger_test_764	0
ger_test_765	0
ger_test_766	0
ger_test_767	0
ger_test_768	0
ger_test_769	0
ger_test_770	0
ger_test_771	0
ger_test_772	0
ger_test_773	0
ger_test_774	0
ger_test_775	0
ger_test_776	0
ger_test_777	0
ger_test_778	0
ger_test_779	0
ger_test_780	0
ger_test_781	0
ger_test_782	0
ger_test_783	0
ger_test_784	0
ger_test_785	0
ger_test_786	0
ger_test_787	0
ger_test_788	0
ger_test_789	0
ger_test_790	0
ger_test_791	0
ger_test_792	0
ger_test_793	0
ger_test_794	0
ger_test_795	0
ger_test_796	0
ger_test_797	0
ger_test_798	0
ger_test_799	0
ger_test_800	0
ger_test_801	0
ger_test_802	0
ger_test_803	0
ger_test_804	0
ger_test_805	0
ger_test_806	0
ger_test_807	0
ger_test_808	0
ger_test_809	0
ger_test_810	0
ger_test_811	0
ger_test_812	0
ger_test_813	0
ger_test_814	0
ger_test_815	0
ger_test_816	0
ger_test_817	0
ger_test_818	0
ger_test_819	0
ger_test_820	0
ger_test_821	0
ger_test_822	0
ger_test_823	0
ger_test_824	0
ger_test_825	0
ger_test_826	0
ger_test_827	0
ger_test_828	0
ger_test_829	0
ger_test_830	0
ger_test_831	0
ger_test_832	0
ger_test_833	0
ger_test_834	0
ger_test_835	0
ger_test_836	0
ger_test_837	0
ger_test_838	0
ger_test_839	0
ger_test_840	0
ger_test_841	0
ger_test_842	0
ger_test_843	0
ger_test_844	0
ger_test_845	0
ger_test_846	0
ger_test_847	0
ger_test_848	0
ger_test_849	0
ger_test_850	0
ger_test_851	0
ger_test_852	0
ger_test_853	0
ger_test_854	0
ger_test_855	0
ger_test_856	0
ger_test_857	0
ger_test_858	0
ger_test_859	0
ger_test_860	0
ger_test_861	0
ger_test_862	0
ger_test_863	0
ger_test_864	0
ger_test_865	0
ger_test_866	0
ger_test_867	0
ger_test_868	0
ger_test_869	0
ger_test_870	0
ger_test_871	1
ger_test_872	0
ger_test_873	0
ger_test_874	0
ger_test_875	0
ger_test_876	0
ger_test_877	0
ger_test_878	0
ger_test_879	0
ger_test_880	0
ger_test_881	0
ger_test_882	0
ger_test_883	0
ger_test_884	0
ger_test_885	0
ger_test_886	0
ger_test_887	0
ger_test_888	0
ger_test_889	0
ger_test_890	0
ger_test_891	0
ger_test_892	0
ger_test_893	0
ger_test_894	0
ger_test_895	0
ger_test_896	0
ger_test_897	0
ger_test_898	0
ger_test_899	0
ger_test_900	0
ger_test_901	0
ger_test_902	0
ger_test_903	0
ger_test_904	0
ger_test_905	0
ger_test_906	0
ger_test_907	0
ger_test_908	0
ger_test_909	0
ger_test_910	0
ger_test_911	0
ger_test_912	0
ger_test_913	0
ger_test_914	0
ger_test_915	0
ger_test_916	0
ger_test_917	0
ger_test_918	0
ger_test_919	0
ger_test_920	0
ger_test_921	0
ger_test_922	0
ger_test_923	0
ger_test_924	0
ger_test_925	0
ger_test_926	0
ger_test_927	0
ger_test_928	0
ger_test_929	0
ger_test_930	0
ger_test_931	0
ger_test_932	0
ger_test_933	0
ger_test_934	0
ger_test_935	0
ger_test_936	0
ger_test_937	0
ger_test_938	0
ger_test_939	0
ger_test_940	0
ger_test_941	0
ger_test_942	0
ger_test_943	0
ger_test_944	0
ger_test_945	0
ger_test_946	0
ger_test_947	0
ger_test_948	0
ger_test_949	0
ger_test_950	0
ger_test_951	0
ger_test_952	0
ger_test_953	0
ger_test_954	0
ger_test_955	0
ger_test_956	0
ger_test_957	0
ger_test_958	0
ger_test_959	0
ger_test_960	0
ger_test_961	0
ger_test_962	0
ger_test_963	0
ger_test_964	0
ger_test_965	0
ger_test_966	0
ger_test_967	0
ger_test_968	0
ger_test_969	0
ger_test_970	0
ger_test_971	0
ger_test_972	0
ger_test_973	0
ger_test_974	0
ger_test_975	0
ger_test_976	0
ger_test_977	0
ger_test_978	0
ger_test_979	0
ger_test_980	0
ger_test_981	0
ger_test_982	0
ger_test_983	0
ger_test_984	0
ger_test_985	0
ger_test_986	0
ger_test_987	0
ger_test_988	0
ger_test_989	0
ger_test_990	0
ger_test_991	0
ger_test_992	0
ger_test_993	0
ger_test_994	0
ger_test_995	0
ger_test_996	0
ger_test_997	0
ger_test_998	0
ger_test_999	0
ger_test_1000	0
ger_test_1001	0
ger_test_1002	0
ger_test_1003	0
ger_test_1004	0
ger_test_1005	0
ger_test_1006	0
ger_test_1007	0
ger_test_1008	0
ger_test_1009	0
ger_test_1010	0
ger_test_1011	0
ger_test_1012	0
ger_test_1013	0
ger_test_1014	0
ger_test_1015	0
ger_test_1016	0
ger_test_1017	0
ger_test_1018	0
ger_test_1019	0
ger_test_1020	0
ger_test_1021	0
ger_test_1022	0
ger_test_1023	0
ger_test_1024	0
ger_test_1025	0
ger_test_1026	0
ger_test_1027	0
ger_test_1028	0
ger_test_1029	0
ger_test_1030	0
ger_test_1031	0
ger_test_1032	0
ger_test_1033	0
ger_test_1034	0
ger_test_1035	0
ger_test_1036	0
ger_test_1037	0
ger_test_1038	0
ger_test_1039	0
ger_test_1040	0
ger_test_1041	0
ger_test_1042	0
ger_test_1043	0
ger_test_1044	0
ger_test_1045	0
ger_test_1046	0
ger_test_1047	0
ger_test_1048	0
ger_test_1049	0
ger_test_1050	0
ger_test_1051	0
ger_test_1052	0
ger_test_1053	0
ger_test_1054	0
ger_test_1055	0
ger_test_1056	0
ger_test_1057	0
ger_test_1058	0
ger_test_1059	0
ger_test_1060	0
ger_test_1061	0
ger_test_1062	0
ger_test_1063	0
ger_test_1064	0
ger_test_1065	0
ger_test_1066	0
ger_test_1067	0
ger_test_1068	0
ger_test_1069	0
ger_test_1070	0
ger_test_1071	0
ger_test_1072	0
ger_test_1073	0
ger_test_1074	0
ger_test_1075	0
ger_test_1076	0
ger_test_1077	0
ger_test_1078	0
ger_test_1079	0
ger_test_1080	0
ger_test_1081	0
ger_test_1082	0
ger_test_1083	0
ger_test_1084	0
ger_test_1085	0
ger_test_1086	0
ger_test_1087	0
ger_test_1088	0
ger_test_1089	0
ger_test_1090	0
ger_test_1091	0
ger_test_1092	0
ger_test_1093	0
ger_test_1094	0
ger_test_1095	0
ger_test_1096	0
ger_test_1097	0
ger_test_1098	0
ger_test_1099	0
ger_test_1100	0
ger_test_1101	0
ger_test_1102	0
ger_test_1103	0
ger_test_1104	0
ger_test_1105	0
ger_test_1106	0
ger_test_1107	0
ger_test_1108	0
ger_test_1109	0
ger_test_1110	0
ger_test_1111	0
ger_test_1112	0
ger_test_1113	0
ger_test_1114	0
ger_test_1115	0
ger_test_1116	0
ger_test_1117	0
ger_test_1118	0
ger_test_1119	0
ger_test_1120	0
ger_test_1121	0
ger_test_1122	0
ger_test_1123	0
ger_test_1124	0
ger_test_1125	0
ger_test_1126	0
ger_test_1127	0
ger_test_1128	0
ger_test_1129	0
ger_test_1130	0
ger_test_1131	0
ger_test_1132	0
ger_test_1133	0
ger_test_1134	0
ger_test_1135	0
ger_test_1136	0
ger_test_1137	0
ger_test_1138	0
ger_test_1139	0
ger_test_1140	0
ger_test_1141	0
ger_test_1142	0
ger_test_1143	0
ger_test_1144	0
ger_test_1145	0
ger_test_1146	0
ger_test_1147	0
ger_test_1148	0
ger_test_1149	0
ger_test_1150	0
ger_test_1151	0
ger_test_1152	0
ger_test_1153	0
ger_test_1154	0
ger_test_1155	0
ger_test_1156	0
ger_test_1157	0
ger_test_1158	0
ger_test_1159	0
ger_test_1160	0
ger_test_1161	0
ger_test_1162	0
ger_test_1163	0
ger_test_1164	0
ger_test_1165	0
ger_test_1166	0
ger_test_1167	0
ger_test_1168	0
ger_test_1169	0
ger_test_1170	0
ger_test_1171	0
ger_test_1172	0
ger_test_1173	0
ger_test_1174	0
ger_test_1175	0
ger_test_1176	0
ger_test_1177	0
ger_test_1178	0
ger_test_1179	0
ger_test_1180	0
ger_test_1181	0
ger_test_1182	0
ger_test_1183	0
ger_test_1184	0
ger_test_1185	0
ger_test_1186	0
ger_test_1187	0
ger_test_1188	0
ger_test_1189	0
ger_test_1190	0
ger_test_1191	0
ger_test_1192	0
ger_test_1193	0
ger_test_1194	0
ger_test_1195	0
ger_test_1196	0
ger_test_1197	0
ger_test_1198	0
ger_test_1199	0
ger_test_1200	0
ger_test_1201	0
ger_test_1202	0
ger_test_1203	0
ger_test_1204	0
ger_test_1205	0
ger_test_1206	0
ger_test_1207	0
ger_test_1208	0
ger_test_1209	0
ger_test_1210	0
ger_test_1211	0
ger_test_1212	0
ger_test_1213	0
ger_test_1214	0
ger_test_1215	0
ger_test_1216	0
ger_test_1217	0
ger_test_1218	0
ger_test_1219	0
ger_test_1220	0
ger_test_1221	0
ger_test_1222	0
ger_test_1223	0
ger_test_1224	0
ger_test_1225	0
ger_test_1226	0
ger_test_1227	0
ger_test_1228	0
ger_test_1229	0
ger_test_1230	0
ger_test_1231	0
ger_test_1232	0
ger_test_1233	0
ger_test_1234	0
ger_test_1235	0
ger_test_1236	0
ger_test_1237	0
ger_test_1238	0
ger_test_1239	0
ger_test_1240	0
ger_test_1241	1
ger_test_1242	0
ger_test_1243	0
ger_test_1244	0
ger_test_1245	0
ger_test_1246	0
ger_test_1247	0
ger_test_1248	0
ger_test_1249	0
ger_test_1250	0
ger_test_1251	0
ger_test_1252	0
ger_test_1253	0
ger_test_1254	0
ger_test_1255	0
ger_test_1256	0
ger_test_1257	0
ger_test_1258	0
ger_test_1259	0
ger_test_1260	0
ger_test_1261	0
ger_test_1262	0
ger_test_1263	0
ger_test_1264	0
ger_test_1265	0
ger_test_1266	1
ger_test_1267	0
ger_test_1268	0
